"tr","lambda.env","alpha.env","lambda.sp","alpha.sp","hidden.ind","drop","acti.sp","lambda.bio","alpha.bio","AUC.train_mean","ll.train_mean","nagel.train_mean","plr.train_mean","tjur.train_mean","cor.train_mean","auc.lt5.train_mean","AUC.test_mean","ll.test_mean","nagel.test_mean","plr.test_mean","tjur.test_mean","cor.test_mean","auc.lt5.test_mean"
17,1,0.8,0.75,0.25,2,0.1,"relu",0.5,0.3,0.87661384330765,-25.3966510147537,0.439636399754529,3.54637120994536,0.252934785434207,0.594701651066769,0,0.658816048835449,-9.96111897956981,-0.192962300493212,1.69461705836378,0.0902412756635194,0.223343829571872,13
18,0.8,1,0,0.5,1,0.2,"relu",0.7,0.7,0.885399226378669,-24.8549922420271,0.45599140286882,3.82706375928943,0.2674504442468,0.612052638623037,0,0.648231127858648,-10.1579598071828,-0.35543345903017,1.78204396918221,0.0955437710061336,0.216476940898659,15.2
19,0.4,0,1,0.5,2,0.4,"relu",0.2,0.5,0.777944325227383,-31.263076011371,0.228610423910628,1.75369520339023,0.111596642288111,0.409417790778214,0.2,0.646054487538637,-9.22593035055357,0.0056132249780909,1.32413487118301,0.0546706414580596,0.218344276718615,14.4
20,0.2,0.2,0.5,0.5,2,0.3,"relu",0.6,0.6,0.813669583955257,-29.5606658080462,0.291202614347813,2.09253971887972,0.147353019760017,0.471323620140797,0,0.664812761420742,-9.04473222725753,0.0172172473332394,1.41955212033888,0.0713323790187893,0.24684149019589,11.4
21,0.6,1,0.75,0,2,0.2,"relu",0.5,0.8,0.843149556984827,-27.6783689919978,0.359828103265479,2.66248486831138,0.194590029407919,0.530067032146417,0,0.661323512365146,-9.62046721624211,-0.0906788870809751,1.55940939482044,0.0812863120271036,0.234252666296548,12.6
22,0,0.8,0,0.5,2,0.1,"relu",0.8,0,0.909347321083613,-22.9927006416672,0.516336134394573,4.7274555533807,0.310136758967482,0.665885448160807,0,0.65127628914851,-10.8442728295288,-0.684085047401351,1.83596840856252,0.0991212798677027,0.220466846388565,13.4
23,0,1,1,0.25,2,0.3,"relu",0.1,0.5,0.818854837203296,-29.1502318076915,0.3084295611201,2.1981151197969,0.153810691542955,0.483143121215724,0,0.667753729309901,-9.22264828658562,-0.00803974382011555,1.46229370599031,0.0710569058812622,0.245932968834626,12.2
24,0.6,0.2,1,0.25,1,0.1,"relu",0.2,0.2,0.903959453020457,-23.2768414034184,0.509375646978169,4.90407326468484,0.305623096611204,0.653977056652817,0,0.654884044575871,-11.0123124832865,-0.527070424200811,1.85185048520185,0.0958415420405349,0.222295538923121,12.6
25,0.2,0.6,0.75,0.75,2,0.2,"relu",0.3,1,0.842382496187314,-27.8184358791159,0.357011830011858,2.63605889712741,0.19182698321839,0.527522494684533,0,0.659220166445633,-9.44077854822415,-0.0481460893557221,1.55580220904004,0.0807138243331671,0.237311620884104,11.6
26,0.4,0.4,1,1,1,0.1,"relu",0.3,0.1,0.891050262883494,-24.229479628152,0.477268327936824,4.32621196633112,0.281841803316736,0.627434202300384,0,0.662785669723996,-10.3252883159714,-0.37094121386868,1.74421146250083,0.0982440602156596,0.236948610595061,12.6
27,0.8,0.4,0,0.25,2,0.2,"relu",1,0.6,0.869077869077329,-25.9907766167615,0.418858934870907,3.24259882329259,0.24222052255466,0.579780674638083,0,0.646584784476899,-10.0068776667309,-0.192331634948587,1.60933659473447,0.0884385359177001,0.213254864465884,13
28,0.6,0,1,0.75,2,0.4,"relu",0.8,0.5,0.77078247524055,-31.4170227160292,0.220544246822414,1.72528858963635,0.107906424477945,0.398396410303744,0.4,0.645553224064584,-9.16874110407966,-0.00101919138009303,1.32195423127168,0.0542945789756415,0.221700777779517,14.2
29,0.6,1,1,0.75,1,0.3,"relu",0.8,0.7,0.838132201436672,-28.3126482107887,0.336993468627552,2.3838099452422,0.178670256285319,0.515956660648603,0,0.663608483210237,-9.20024169752335,-0.00996121866995,1.48508701659843,0.0782621474531469,0.248501881701945,13.2
30,1,1,1,0.75,1,0.4,"relu",1,0,0.801538108555284,-30.1963486137974,0.265966027732998,1.93028690021879,0.135874421755458,0.449320348263115,0,0.649637082511892,-9.2262333035765,-0.00472019836151324,1.38348495194759,0.0618653294429367,0.225833350356206,13.6
31,1,0.2,1,0.75,1,0.2,"relu",0.9,0.5,0.868667334956506,-26.258936835401,0.413494377987167,3.22848676724044,0.227868318593012,0.579557155723338,0,0.660814445201365,-10.1063535941573,-0.237275657008606,1.67756793977936,0.0843770074972014,0.2395732451468,12.4
32,0.8,0.6,1,0.25,2,0.1,"relu",0.6,0.6,0.879987460940567,-25.133660934168,0.446179933557573,3.68030340850882,0.259098214828627,0.603801203194336,0,0.664396635783165,-10.0869018271798,-0.266171554050091,1.67564642001019,0.0959547559737314,0.241799856125461,12.8
